ID	S12_12_15	S12_21_24	S12_0_3	S3_21_24	S3_12_15	S9_21_24	S9_12_15	S3_0_3	S9_0_3
KSD-bin.42.orig: Bacteria; Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfobacteraceae; Desulfobacter; NA	0	0	1.51980463833873	0	0	0	0	0.264400841809668	0.114981437489169
KSD-bin.165.orig: Bacteria; Desulfobacterota; Desulfobacteria; Desulfobacterales; NA; NA; NA	0.53145860691364	0.16877589075926	0.315134164015073	0.308299914919166	0.28767452346227	0.25293335589921	0.641804088581087	1.2130462052458	1.03990877442948
KSD-bin.293.orig: Bacteria; Proteobacteria; Gammaproteobacteria; Woeseiales; Woeseiaceae; UBA1844; NA	0	0	0.14518406414144	0.120493921528505	0.0891475181300743	0.0625714858311995	0.191505563344566	1.14140063419798	1.30624299320999
KSD-bin.163.orig: Bacteria; Proteobacteria; Gammaproteobacteria; Woeseiales; Woeseiaceae; UBA1844; NA	0	0	0.206354869772428	0.15556000276985	0.130338838451364	0.106026330715642	0.335562640288479	1.25235738566175	1.47640665805508
KSD-bin.193.orig: Bacteria; Proteobacteria; Gammaproteobacteria; Woeseiales; Woeseiaceae; UBA1844; NA	0	0	0.189990152402399	0.144187715955919	0.116837696480277	0.0984349720666407	0.309107656692345	1.23778567430449	1.43323997548917
KSD-bin.142.orig: Bacteria; Proteobacteria; Gammaproteobacteria; Woeseiales; Woeseiaceae; UBA1847; NA	0	0	0.10954804061063	0.12632837052203	0.119584330608713	0.0412684212583291	0.067475551206955	1.25404514513158	1.37077565937304
KSD-bin.150.orig: Bacteria; Proteobacteria; Gammaproteobacteria; Woeseiales; Woeseiaceae; UBA1847; NA	0	0	0.10141819471398	0.115597173137794	0.106522721768976	0	0.0898300143718018	1.21518823410101	1.28310061523171
KSD-bin.221.orig: Bacteria; Desulfobacterota; Syntrophobacteria; BM002; BM002; BM002; NA	0.552324257394091	0.600782591653606	0.447979064016678	0.39619828316016	0.421453954228081	0.504169769641602	0.901633872749755	0.725091985644889	0.780295452821339
KSD-bin.1.orig: Bacteria; Desulfobacterota; Syntrophobacteria; BM002; BM002; BM002; BM002 sp002899795	0.643937433817297	0.465982299371645	0.470644188488918	0.335050716760231	0.344514762826264	0.515944543216887	0.958434770116296	0.794939673202309	0.863245590473856
KSD-bin.183.orig: Bacteria; Desulfobacterota; Syntrophobacteria; BM002; BM002; BM002; BM002 sp002899795	0.442682194045775	0.394366337077943	0.476164159477968	0.344878391689207	0.3451728106377	0.642930617233827	1.18815891838657	1.02979328255008	1.22852310911454
