5.easyfig.fa	6.easyfig.fa	56.667	90	39	0	22310	22041	5100	4831	5.18e-74	135
5.easyfig.fa	6.easyfig.fa	55.556	81	36	0	22037	21795	4830	4588	5.18e-74	114
5.easyfig.fa	6.easyfig.fa	44.444	45	25	0	22430	22296	5223	5089	5.18e-74	58.8
5.easyfig.fa	6.easyfig.fa	55.882	68	30	0	22096	22299	4886	5089	1.43e-31	84.0
5.easyfig.fa	6.easyfig.fa	53.125	64	30	0	21844	22035	4637	4828	1.43e-31	63.4
5.easyfig.fa	6.easyfig.fa	38.750	80	49	0	22064	22303	4854	5093	3.07e-10	40.0
5.easyfig.fa	6.easyfig.fa	33.333	75	50	0	21804	22028	4597	4821	3.07e-10	35.0
5.easyfig.fa	6.easyfig.fa	44.444	36	20	0	22077	22184	4867	4974	0.002	34.1
5.easyfig.fa	6.easyfig.fa	39.130	23	14	0	13322	13390	5095	5163	0.042	29.9
5.easyfig.fa	6.easyfig.fa	34.783	23	15	0	3301	3369	3764	3696	0.080	29.0
5.easyfig.fa	6.easyfig.fa	47.368	19	10	0	14284	14228	1494	1550	0.28	27.2
5.easyfig.fa	6.easyfig.fa	33.333	24	16	0	24958	25029	3761	3690	0.54	26.3
5.easyfig.fa	6.easyfig.fa	47.059	17	9	0	12569	12619	5731	5781	0.74	25.8
5.easyfig.fa	6.easyfig.fa	63.636	11	4	0	19879	19847	3123	3155	1.9	24.4
5.easyfig.fa	6.easyfig.fa	52.941	17	8	0	3019	3069	5420	5370	1.9	24.4
5.easyfig.fa	6.easyfig.fa	45.000	20	11	0	3424	3483	7062	7121	1.9	24.4
5.easyfig.fa	6.easyfig.fa	36.364	22	14	0	7353	7288	4751	4686	2.6	24.0
5.easyfig.fa	6.easyfig.fa	25.641	39	29	0	4309	4425	5210	5326	2.6	24.0
5.easyfig.fa	6.easyfig.fa	35.714	28	18	0	1631	1548	4671	4588	3.6	23.5
5.easyfig.fa	6.easyfig.fa	34.043	47	31	0	17432	17292	4176	4036	3.6	23.5
5.easyfig.fa	6.easyfig.fa	38.462	26	16	0	20594	20671	120	197	3.6	23.5
5.easyfig.fa	6.easyfig.fa	41.379	29	17	0	24958	25044	2420	2334	3.6	23.5
5.easyfig.fa	6.easyfig.fa	30.000	30	21	0	23229	23318	559	470	3.6	23.5
5.easyfig.fa	6.easyfig.fa	43.750	16	9	0	1271	1318	7183	7230	3.6	23.5
5.easyfig.fa	6.easyfig.fa	47.368	19	10	0	20685	20629	6903	6847	5.0	23.1
5.easyfig.fa	6.easyfig.fa	38.095	21	13	0	4336	4398	3749	3687	5.0	23.1
5.easyfig.fa	6.easyfig.fa	27.500	40	29	0	8547	8666	3720	3601	5.0	23.1
5.easyfig.fa	6.easyfig.fa	40.000	25	15	0	15548	15622	5158	5232	5.0	23.1
5.easyfig.fa	6.easyfig.fa	42.105	19	11	0	16361	16417	6481	6537	5.0	23.1
5.easyfig.fa	6.easyfig.fa	42.857	21	12	0	18703	18641	5205	5143	6.8	22.6
5.easyfig.fa	6.easyfig.fa	44.444	27	15	0	4922	4842	4993	4913	6.8	22.6
5.easyfig.fa	6.easyfig.fa	29.630	27	19	0	14192	14272	3956	3876	6.8	22.6
5.easyfig.fa	6.easyfig.fa	40.909	22	13	0	17833	17898	3928	3863	6.8	22.6
5.easyfig.fa	6.easyfig.fa	47.368	19	10	0	17842	17898	2326	2270	6.8	22.6
5.easyfig.fa	6.easyfig.fa	50.000	18	9	0	13017	13070	785	732	6.8	22.6
5.easyfig.fa	6.easyfig.fa	43.750	16	9	0	11726	11773	6886	6933	6.8	22.6
5.easyfig.fa	6.easyfig.fa	42.857	21	12	0	20072	20134	399	337	6.8	22.6
5.easyfig.fa	6.easyfig.fa	72.727	11	3	0	19570	19602	345	313	6.8	22.6
5.easyfig.fa	6.easyfig.fa	41.176	17	10	0	10790	10840	7662	7612	9.4	22.1
5.easyfig.fa	6.easyfig.fa	30.435	23	16	0	21141	21209	3390	3322	9.4	22.1
5.easyfig.fa	6.easyfig.fa	35.484	31	20	0	20003	20095	1521	1429	9.4	22.1
