ID	S12_12_15	S12_21_24	S3_21_24	S3_12_15	S12_0_3	S9_21_24	S3_0_3	S9_12_15	S9_0_3
ASV_13: Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Sulfurovaceae; Sulfurovum; NA	0	0	1.79239168949825	1.51851393987789	0.954242509439325	0.778151250383644	2.17318626841227	1.41497334797082	3.46299661202806
ASV_32: Bacteria; Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfobulbaceae; NA; NA	0	0	1.5910646070265	1.56820172406699	1.30102999566398	0.954242509439325	2.06069784035361	1.25527250510331	3.22711508258913
ASV_48: Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Woeseiaceae; Woeseia; NA	0.301029995663981	0.477121254719662	1.64345267648619	1.36172783601759	1.78532983501077	1.07918124604762	2.13672056715641	0.698970004336019	3.06069784035361
ASV_18: Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Woeseiaceae; Woeseia; NA	0	0	1.74036268949424	1.55630250076729	1.89762709129044	0.845098040014257	2.21218760440396	1.04139268515822	3.39550112430563
ASV_25: Bacteria; Desulfobacterota; Desulfuromonadia; Desulfuromonadales; Sva1033; NA; NA	0	0	2.04139268515822	1.88081359228079	2.10037054511756	0.778151250383644	2.26007138798507	0.954242509439325	3.24402958903002
ASV_9: Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; NA; NA; NA	0.301029995663981	0.301029995663981	0.301029995663981	0	0.301029995663981	0	0	3.57909732655264	0.477121254719662
ASV_2: Bacteria; Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfobulbaceae; NA; NA	1.43136376415899	0	0	0.954242509439325	3.86278709823534	1.04139268515822	0.301029995663981	0.301029995663981	2.10380372095596
ASV_4: Bacteria; Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfobacteraceae; Desulfobacter; NA	0.698970004336019	0	0.301029995663981	0.602059991327962	3.64414305050992	0.698970004336019	0	0.301029995663981	2.59988307207369
ASV_16: Bacteria; Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfurivibrionaceae; MSBL7; NA	0.602059991327962	0	0	0	3.47392469341616	0.301029995663981	0	0	0.778151250383644
ASV_3: Bacteria; Desulfobacterota; Syntrophobacteria; Syntrophobacterales; NA; NA; NA	2.74585519517373	2.54777470538782	2.30319605742049	2.37657695705651	2.59769518592551	2.70842090013471	2.73957234445009	3.03622954408629	3.16613397030511
ASV_42: Bacteria; Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfobulbaceae; Desulfobulbus; NA	0.301029995663981	0	0	0	2.65224634100332	0.778151250383644	0.477121254719662	0.477121254719662	3.03302144468291
ASV_6: Bacteria; Acidobacteriota; Aminicenantia; Aminicenantales; NA; NA; NA	2.89320675305985	2.87852179550121	2.56229286445647	2.6414741105041	2.54777470538782	2.83122969386706	2.70757017609794	2.71933128698373	0.903089986991944
ASV_20: Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; NA; NA	2.63648789635337	2.59439255037543	2.42324587393681	2.26951294421792	2	2.62428209583567	2.56584781867352	2.74115159885178	1.47712125471966
ASV_44: Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; NA; NA	2.11058971029925	2.08278537031645	1.95424250943932	1.93951925261862	1.54406804435028	2.11727129565576	1.99563519459755	2.89597473235906	1.49136169383427
ASV_22: Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; NA; NA	2.14612803567824	2.3747483460101	2.11727129565576	2.34635297445064	2.07918124604762	2.65991620006985	2.48287358360875	2.79934054945358	2.41830129131975
ASV_45: Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; NA; NA	2.04921802267018	2.23299611039215	2.11727129565576	2.22010808804005	1.9731278535997	2.20411998265593	2.49554433754645	2.49276038902684	1.55630250076729
ASV_23: Bacteria; Desulfobacterota; Desulfobacteria; Desulfatiglandales; Desulfatiglandaceae; Desulfatiglans; NA	2.2148438480477	2.15836249209525	2.39093510710338	2.44247976906445	1.89209460269048	2.80955971463527	2.70070371714502	2.61909333062674	0.903089986991944
ASV_17: Bacteria; Desulfobacterota; Desulfobacteria; Desulfatiglandales; Desulfatiglandaceae; Desulfatiglans; NA	2.13033376849501	2.22271647114758	2.42160392686983	2.52374646681156	1.86923171973098	2.57287160220048	2.78958071216443	2.89320675305985	2.07554696139253
ASV_50: Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; NA; NA	1.91907809237607	1.86332286012046	2.13353890837022	2.32221929473392	1.38021124171161	2.37106786227174	2.43933269383026	2.39619934709574	2.0899051114394
ASV_40: Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; NA; NA	2.47275644931721	2.63245729218472	2.40993312333129	2.10037054511756	2.18184358794477	2.2718416065365	1.88649072517248	1.95424250943932	0.602059991327962
ASV_38: Bacteria; Chloroflexi; Dehalococcoidia; FW22; NA; NA; NA	2.67851837904011	2.42324587393681	2.10037054511756	2.20139712432045	2.42160392686983	2.34830486304816	1.69897000433602	1.89209460269048	0.477121254719662
ASV_39: Bacteria; Planctomycetota; Phycisphaerae; MSBL9; SG8-4; NA; NA	3.04805317311561	2.4996870826184	0.301029995663981	0.301029995663981	2.25285303097989	0.477121254719662	0	0.301029995663981	0
ASV_36: Archaea; Crenarchaeota; Bathyarchaeia; NA; NA; NA; NA	2.4814426285023	2.63346845557959	2.4983105537896	2.26007138798507	2.51982799377572	1.94939000664491	1.54406804435028	0.602059991327962	0.301029995663981
ASV_43: Bacteria; Chloroflexi; Anaerolineae; MSB-5B2; NA; NA; NA	2.4456042032736	2.41664050733828	2.53907609879278	2.38201704257487	2.53402610605613	1.44715803134222	1.36172783601759	0.477121254719662	0.301029995663981
ASV_15: Archaea; Crenarchaeota; Bathyarchaeia; NA; NA; NA; NA	3.05576046468773	2.74973631556906	2.38201704257487	2.38381536598043	2.81756536955978	2.08635983067475	1.39794000867204	0.778151250383644	0.602059991327962
ASV_37: Bacteria; Planctomycetota; Phycisphaerae; MSBL9; SG8-4; NA; NA	2.73559889969818	2.55144999797288	2.49136169383427	2.33041377334919	2.05307844348342	1.92427928606188	1.39794000867204	0	0.778151250383644
ASV_5: Archaea; Crenarchaeota; Bathyarchaeia; NA; NA; NA; NA	2.99299509843134	3.22271647114758	2.50785587169583	2.46239799789896	2.96801571399364	2.34830486304816	1.99122607569249	1	0.698970004336019
ASV_1: Archaea; Crenarchaeota; Bathyarchaeia; NA; NA; NA; NA	3.39898106665813	3.63225477668471	3.11360915107303	2.87737134586977	3.09412159584056	2.39967372148104	1.93449845124357	0.778151250383644	0.778151250383644
ASV_7: Bacteria; Chloroflexi; Dehalococcoidia; NA; NA; NA; NA	3.08134730780413	3.04688519083771	2.80955971463527	2.73719264270474	2.74350976472843	1.93951925261862	2.20411998265593	0.954242509439325	0.477121254719662
ASV_19: Bacteria; Planctomycetota; Phycisphaerae; MSBL9; SG8-4; NA; NA	2.95999483832842	2.65417654187796	2.60205999132796	2.06818586174616	2.48995847942483	2.41664050733828	2.38381536598043	1.80617997398389	1.7160033436348
ASV_29: Archaea; Crenarchaeota; Bathyarchaeia; NA; NA; NA; NA	3.10174707394637	2.11058971029925	2.29666519026153	1.39794000867204	2.54406804435028	1.14612803567824	2.12710479836481	0.301029995663981	0.301029995663981
ASV_31: Archaea; Thermoplasmatota; Thermoplasmata; Marine Benthic Group D and DHVEG-1; NA; NA; NA	2.63948648926859	2.78103693862113	1.95424250943932	1.80617997398389	2.55750720190566	1.92427928606188	2.52374646681156	0.698970004336019	0
ASV_28: Bacteria; Chloroflexi; Anaerolineae; NA; NA; NA; NA	2.83314711191279	2.30102999566398	2.6170003411209	2.55388302664387	1.90308998699194	2.28555730900777	2.07554696139253	1.90848501887865	0.903089986991944
ASV_35: Archaea; Asgardarchaeota; Lokiarchaeia; NA; NA; NA; NA	2.51982799377572	2.20411998265593	2.57403126772772	2.2380461031288	2.04532297878666	2.33445375115093	2.32221929473392	2.16435285578444	0.954242509439325
ASV_8: Bacteria; Acidobacteriota; Aminicenantia; Aminicenantales; NA; NA; NA	3.04336227802113	2.75281643118827	2.68930885912362	2.6414741105041	2.44090908206522	2.70842090013471	2.75663610824585	2.45331834004704	0.845098040014257
ASV_26: Bacteria; Chloroflexi; Dehalococcoidia; NA; NA; NA; NA	2.70156798505593	2.44090908206522	2.53147891704225	2.3541084391474	2.30749603791321	2.51054501020661	2.53907609879278	1.51851393987789	0.602059991327962
ASV_30: Archaea; Asgardarchaeota; Lokiarchaeia; NA; NA; NA; NA	2.44404479591808	2.35793484700045	2.39794000867204	2.44715803134222	2.10720996964787	2.34830486304816	2.58433122436753	2.26245108973043	1.56820172406699
ASV_46: Bacteria; Caldatribacteriota; JS1; NA; NA; NA; NA	2.49136169383427	2.26951294421792	2.16435285578444	2.35024801833416	2.14301480025409	1.86332286012046	2.48287358360875	1.83250891270624	0.845098040014257
ASV_12: Bacteria; Sva0485; NA; NA; NA; NA; NA	2.38021124171161	2.3654879848909	2.81023251799508	2.91592721169712	2.15836249209525	2.76417613239033	2.53529412004277	2.48429983934679	1.11394335230684
ASV_33: Archaea; Crenarchaeota; Bathyarchaeia; NA; NA; NA; NA	2.35024801833416	2.41830129131975	2.41161970596323	2.53019969820308	1.93951925261862	2.39619934709574	2.3654879848909	2.30535136944662	1.6232492903979
